Source: Keine befreiende Novelle für Tymoshenko durch das Parlament|Result: no <unk> amendment to the european parliament 's legislative proposals <eos>|Target: Parliament Does Not Support Amendment Freeing Tymoshenko
Source: Der im zweiten Quartal gemessene Wert - in Japan beginnt das Geschäftsjahr im März 2012 - bedeutet außerdem das schnellste Wachstum seit dem Zeitraum von Januar bis März 2010.|Result: the value measured in the second quarter - in japan the fiscal year begins in march 2012 - also means the fastest growth since january to march 2010 . <eos>|Target: The one recorded in the second quarter, for the Japanese the Fiscal Year begins in March 2012 - represents also the fastest rhythm of growth from January to March 2010.
Source: Der Wiederaufschwung kann teilweise durch den Maschinenverkauf für den Neuaufbau der vom Erdbeben und dem nachfolgenden Tsunami verwüsteten Gebiete erklärt werden.|Result: the <unk> can be explained partly by the <unk> for the <unk> of the areas devastated by the earthquake and the subsequent tsunami . <eos>|Target: The recovery can be explained in part by the recovery in the purchase of machinery to restore areas devastated by the earthquake and the following tsunami.
Source: Tatsächlich erhöhten die Unternehmen ihre Investitionen um 1,1% im Vergleich zu dem Rückgang um 0,9% für Kapitalanlagen, die von Januar bis März verzeichnet wurden, der erste Rückgang nach sechs Monaten unaufhaltsamer Anstiege.|Result: in fact , companies increased their investment by 1.1 % compared to the 0.9 % reduction in investment , which was recorded from january to march , the first fall after six months of <unk> increases . <eos>|Target: In fact, companies increased their investment by 1.1% versus 0.9% decline in capital expenditures which was observed from January to March, the first decline after six months of uninterrupted increases.
Source: Trotzdem basiert der tatsächliche Umschwung der japanischen Wirtschaft nicht ausschließlich aus keynsianischen Anstößen, die die Krise nutzen, um Infrastrukturen aufzubauen oder neu zu bauen.|Result: nevertheless , the real shift in the japanese economy is not based solely on <unk> <unk> , which use the crisis to build or rebuild infrastructure . <eos>|Target: However, the true revulsion of the Japanese economy is not based exclusively on the Keynesian impulse that invites taking advantage on the crisis to strengthen-or rebuild-infrastructure, using of gaps to grow from scratch.
Source: Aufgewacht ist Japan insbesondere dank der Entwicklung des Inlandskonsums, der derzeit 60% des japanischen BIPs ausmacht.|Result: <unk> is japan , in particular , thanks to the development of the <unk> , which currently accounts for 60 % of japan ’s gdp . <eos>|Target: Japan has awakened, especially thanks to the evolution of the household consumption, which now represents 60% of the Japanese GDP.
Source: Diese Variable stieg um 1%, angestoßen von den wachsenden Ausgaben für Fahrzeuge, Reisen und Freizeitbeschäftigungen.|Result: this variable rose by 1 % , initiated by the growing expenditure on vehicles , travel and <unk> . <eos>|Target: This variable climbed 1%, driven by the increase of expenditure for cars, travels and leisure activities.
Source: Das Stigma des Yen|Result: the yen ’s stigma <eos>|Target: The stigma of the yen
Source: Tokyo hat sich dem Inlandsmarkt anvertraut, nachdem der Yen - die japanische Währung - sich in eine der "Zufluchtswährungen" der Investoren, die vor der Schuldenkrise der Eurozone und den trüben Prognosen für die U.S.A. flüchten, ein Privileg, das wie ein Grabstein auf den Konten der Exportunternehmen lastet.|Result: tokyo has entrusted itself to the <unk> , after the yen - the japanese currency - is becoming one of the " <unk> " of investors fleeing from the eurozone ’s debt crisis and gloomy predictions for the united states , a privilege that , like a <unk> , <unk> on the accounts of the <unk> . <eos>|Target: Tokyo has entrusted to the internal market, when the yen-the Nippon currency has become one of the "refuge values" chosen by investors who wanted to get rid of the debt crisis in the euro area and the negative forecasts of the U.S., a privilege that weighs like a stone in the accounts of export companies.
Source: Mit einer härteren Währung sind die Produkte im Ausland teurer, ein ernsthaftes Problem für ein Land, deren Wirtschaft auf der Gesundheit der großen Technologieproduzenten beruht.|Result: with a more robust currency , products abroad are more expensive , a serious problem for a country whose economy is based on the health of the large oil companies . <eos>|Target: With a stronger currency, the products are more expensive abroad, a serious slap for a country whose economic line is determined by the health of large technological groups.
Source: Toyota und Sony beispielsweise führten ihre schwachen Geschäftsergebnisse von Juli bis September auf die Notierung des Yen zurück.|Result: toyota and sony , for example , led their weak <unk> from july to september to the listing of the yen . <eos>|Target: Toyota or Sony, for example, blamed the yen for their weak results between July and September.
Source: Während die Märkte auch weiterhin die peripheren EU-Länder belagert, bleibt die Regierung Yoshihiko Noda wachsam.|Result: while markets continue to besieged peripheral eu countries , the government remains vigilant . <eos>|Target: As markets continue their siege of the peripheral countries of the EU, the Government of Yoshihiko Noda does not lower the guard.
Source: "Man muss auf die anhaltenden Risiken achten, beispielsweise auf die Verschlechterung einiger ausländischer Ökonomien, die Auswirkungen der Überschwemmungen in Thailand und die schnelle Aufwertung des Yen", meinte gestern der Staatssekretär für Wirtschaftspolitik, Motohisa Furukawa.|Result: " we must pay attention to the ongoing risks , for example , to the deterioration of some foreign economies , the impact of the floods in thailand , and the rapid appreciation of the yen , " said yesterday the secretary of state for economic policy , <unk> <unk> . <eos>|Target: "We must be vigilant to the risks that remain, such as the deterioration of some foreign economies, the impact of floods in Thailand and the rapid appreciation of the yen," said yesterday the Secretary of State for Economic Policy, Motohisa Furukawa.
Source: Die Perspektiven sind wirklich nicht sehr aufheiternd.|Result: the prospects are really not very <unk> . <eos>|Target: And indeed, the perspectives are not encouraging.
Source: Die Organisation für Wirtschaftliche Zusammenarbeit und Entwicklung (OECD) erklärte, dass die meisten Mitgliedsstaaten im September klarere Anzeichen für eine Verlangsamung der Wirtschaftsentwicklung aufgewiesen hätten.|Result: the organisation for economic cooperation and development ( oecd ) stated that most member states had made clear signs of slowing economic development in september . <eos>|Target: The Organization for Cooperation and Economic Development (OECD) said that most member countries showed in September clear signs of economic slowdown.
Source: Der Indikator, der die Wendepunkte der Weltwirtschaft vorausnimmt, brachte ans Licht, dass bei den größten Wirtschaftspotenzen die Bremse gezogen wäre.|Result: the indicator that <unk> the global economy ’s global economy has revealed that the biggest <unk> would be the brakes . <eos>|Target: The indicator that anticipates the turning points in the global economy showed that the major powers are slowing.
Source: Denn er sank um vier Zehntel bis auf los 100,4 Punkte im Vergleich zu den 100,8 im August.|Result: it fell by four - tenth to los <unk> points compared to the <unk> in august . <eos>|Target: Since it fell four tenths to 100.4 points, compared to 100.8 in August.
Source: Die Eurozone liegt sogar unterhalb dieses Durchschnittswerts, der bei 100 liegt, nachdem sie um acht Zehntel auf 99,13 Punkte gesunken ist.|Result: the euro area is even below this level of growth , which is 100 , after it fell by eight - tenth to <unk> points . <eos>|Target: The euro zone even fell below the average, which is at the level of 100, since it rushed eight tenths up to 99.13 points.
Source: Athen lässt wieder Zweifel aufkommen|Result: athens leaves doubts again <eos>|Target: Athens feeds back the doubts
Source: Papadimos sagt, die Sparmaßnahmen würden verabschiedet, aber die Konservativen werden kein schriftliches Abkommen unterzeichnen|Result: <unk> says that austerity measures would be adopted , but the conservatives will not sign a written agreement . <eos>|Target: Papademos said that adjustments will be approved, but conservatives will not sign any written commitment
Source: Mit den in die Höhe getriebenen Risikoprämien der peripheren Länder und sich breit machender Unsicherheit verirrt Griechenland sich auch weiter in dem Labyrinth, dass aus der großen europäischen Schuldenkrise herausführt.|Result: with the high - risk premiums of peripheral countries and widespread uncertainty , greece has continued to <unk> itself in the labyrinth that the great european debt crisis <unk> . <eos>|Target: With peripheral risk subsidies launched and uncertainty reinstated in the parks, Greece is still entangled in the maze that leads to the exit of the great European debt crisis.
Source: Der Eindruck, dass der "Konsens" der neuen griechischen Übergangsregierung eher eine Reaktion auf den Druck aus Brüssel ist als eine echte Überzeugung der politischen Kräfte, wird langsam durch Tatsachen belegt.|Result: the impression that the ' consensus ' of the new greek transitional government is more a response to pressure from brussels than a genuine conviction of political forces is slowly being demonstrated by facts . <eos>|Target: The feeling that the "consent" of the new transitional government of Hellene comes imposed more by the demands of Brussels than by a genuine conviction of political forces began to be confirmed by facts.
Source: Während der neue Premierminister, Lukas Papadimos, gestern darauf hinwies, dass es keine Alternativen zu den Strukturreformen gäbe und dass die bei seiner Ernennung verabredeten hundert Tage möglicherweise zu kurz für deren Umsetzung seien, versicherte der Führer der konservativen Partei Nueva Democracia, Antonis Samaras, dass er die neuen Sparmaßnahmen unterstützen und keinesfalls seine Forderung neuer Wahlen zu dem vorgesehenen Datum, dem 19. Februar, zurücknehmen werde.|Result: whereas the new prime minister , luke <unk> , pointed out yesterday that there were no alternatives to structural reforms and that the one who was appointed to be too short for their implementation , the leader of the conservative party , nueva <unk> , assured that he would support the new austerity measures and would not at all withdraw his call for new elections on the scheduled date , 19 february . <eos>|Target: While the new prime minister, Lukas Papademos warned yesterday that there is no alternative to structural reforms and that the period of one hundred days agreed in his appointment may be underestimated for applying them, the leader of the conservative New Democracy party, Antonis Samaras, ensured that he will not support new austerity measures in any case and reiterated his demand for new elections scheduled on February 19th.
Source: "Die wichtigste Aufgabe dieser Regierung ist die Umsetzung der Beschlüsse, die auf dem Gipfel vom 26. Oktober getroffen wurden", versicherte Papadimos gestern zur Eröffnung einer parlamentarischen Debatte, die morgen mit dem Vertrauensvotum für die neue Regierung ihren Höhepunkt erreichen wird.|Result: " the most important task of this government is to implement the decisions taken at the summit of 26 october , " assured <unk> yesterday to open a parliamentary debate , which will be the culmination of tomorrow 's vote of confidence for the new government . <eos>|Target: "The main task of this Government is implementing the decisions of the summit of October 26th," Papademos said yesterday when opening a parliamentary debate that it will culminate tomorrow with a vote of confidence to the new Executive.
Source: Ein Paket mit 24 Programmen zur Beschäftigungsförderung, zur Reform des Disziplinarrechts für Beamte und neue Maßnahmen gegen die Steuerhinterziehung sind die ersten Initiativen.|Result: a package of 24 programmes to promote employment , reform of the civil protection system and new measures against tax evasion are the first initiatives . <eos>|Target: A package of 24 programs to boost employment, reform of the disciplinary code of civil servants and new measures against tax evasion will be the first initiatives.
Source: Trotzdem räumt Samaras Mitteilung die Zweifel an seiner Haltung nicht aus: "Wir haben uns zur Unterstützung der Übergangsregierung verpflichte, aber sonst zu nichts."|Result: however , <unk> 's communication does not give any doubt about his position : ' we have committed ourselves to supporting the transitional government , but nothing else . ' <eos>|Target: However, the message of Samaras does not clear the doubts about his position: "We are committed to helping the transitional government, but we are not committed to anything."
Source: Der konservative Führer ging einen Schritt zu weit mit seiner Herausforderung der EU und des IWF, dem Organismus, der die 8000 Millionen, die Athen dringend benötigt, entsperren muss. Er stellte klar, dass er keine Verpflichtungserklärung über die Erfüllung der Sparmaßnahmen gutheißen würde.|Result: the conservative leader took a step too far with his challenge of the eu and the imf , the organism that needs to <unk> the 8000 million that athens desperately needs , and he made it clear that he would not approve any fiscal reforms to meet austerity . <eos>|Target: The Conservative leader was one step further in his pulse to the EU and the IMF, the entities that must unfreeze the 8,000 million that Athens urgently needed, and made ​​clear he will not give his approval to any letter of commitment to comply with the adjustments.
Source: Aber die Europäische Kommission, die wegen der Auswirkungen des Pokerspiels mit Papandreu Referendum noch immer irritiert ist, bekräftigte gestern erneut, an ihrer Forderung sei nicht zu rütteln: Die Wirtschaftshilfe würde nicht unterzeichnet, wenn die neue Regierung und die Führer der wichtigsten griechischen Parteien "ein eindeutiges schriftlichen Abkommen nicht so bald wie möglich" unterschreiben würden.|Result: but the european commission , which is still <unk> by the impact of the <unk> referendum , reiterated yesterday that it was not necessary to <unk> its demand : economic aid would not be signed if the new government and the leaders of the main greek parties would not sign a clear written agreement as soon as possible . <eos>|Target: But the European Commission, still having a nappy rash by the impact caused by the all or nothing statement of the Papandreou referendum, reiterated yesterday that its demand is clear: it will not unlock the help if the new Government and the leaders of Hellene major parties do not sign "a written commitment without ambiguity and this as soon as possible."
Source: Der Sprecher des Wirtschaftsministeriums, Amadeu Altafaj, erklärte, dass die Inspektoren der Troika "sehr bald" nach Athen zurückkämen, um mit der neuen Regierung zu besprechen, "was für die Zahlung des sechsten Abschnitts" in Höhe von 8000 Millionen Euro "vonnöten sei", obwohl es noch kein endgültiges Datum gibt.|Result: the speaker of the <unk> , <unk> <unk> , said that the troika inspectors ' very soon ' went to athens to discuss with the new government ' what is needed for the payment of the sixth section ' in the amount of eur 8000 million ' , although there is still no final date . <eos>|Target: The Economic Affairs spokesman, Amadeu Altafaj, said the troika inspectors would return "very soon" to Athens to discuss with the new government "what has to be done to pay the sixth tranche" of 8,000 million, although there is no definite date.
Source: Das griechische Knäuel hat noch für eine Weile Fäden.|Result: the greek <unk> still has a long <unk> . <eos>|Target: The Greek hank still has a thread for the moment.
Source: Königin Sofía: "Das sind Instrumente für Fortschritt und Hoffnung"|Result: queen <unk> : ' these are instruments for progress and hope ' <eos>|Target: Mrs. Sofia: "They are instruments of progress and hope"
Source: Die Königin betonte die "vorherrschende" Stellung Spaniens in Bezug auf diese Finanzierungsart|Result: the queen stressed the " dominant " position of spain in relation to this <unk> . <eos>|Target: The queen highlights the "dominant" place in Spain in relation to this type of finance
Source: Spanien "hat weltweit eine vorherrschende Stellung bei der Rolle der Kleinstfinanzierungen erreicht".|Result: spain ' has achieved a dominant position in the role of the <unk> worldwide ' . <eos>|Target: Spain "has achieved a prominent place worldwide in the role of Microfinance."
Source: Die Königin Sofía von Spanien erinnerte gestern daran, dass Spanien sich in den letzten beiden Jahrzehnten weltweit zum zweiten Spender für dieses Mittel zur internationalen Zusammenarbeit entwickelt habe. Dessen "Wesen" beruhe darauf, dass es sich um ein "Instrument für den sozialen Fortschritt, Gerechtigkeit und die Hoffnung auf eine bessere Zukunft für die gesamte Menschheit auf der Grundlage des Vertrauens in den Menschen" handele.|Result: in the last two decades , the queen <unk> of spain reminded us that spain has become the second donor to international cooperation in the world , whose " essence " implies that it is a " tool for social progress , justice and hope for a better future for the whole of humanity on the basis of trust in human beings " . <eos>|Target: Queen Sofia recalled yesterday that the country has become over the last two decades the second donor in relation to the instruments of cooperation; whose "essence" she said lies in being an "instrument for social progress, justice and hope for a better future for all humanity, based on trust in human beings."
Source: Die Königin weihte gestern den fünften Weltgipfel über Kleinstkredite in Valladolid ein. Sie war überzeugt, dass es "keine Zweifel" daran gäbe, dass diese Art von Geschäften "absolut unerlässlich" wäre, um die von den Vereinten Nationen bis zum Jahre 2015 gesteckten Jahrtausendziele zu erreichen und "insbesondere das Ziel, die Personenzahl, die mit Einkommen von weniger als einem Dollar am Tag leben müssen, also unterhalb der "Armutsgrenze".|Result: yesterday , the queen <unk> the fifth world summit on micro - credit in valladolid , convinced that there was ' no doubt ' that this kind of business would be ' absolutely essential ' to achieve the millennium objectives set by the united nations by 2015 and ' in particular , the objective of the number of people who have to live with incomes of less than one dollar a day , that is , below the ' poverty line ' . <eos>|Target: The Queen opened yesterday the Fifth Global Microcredit Summit in Valladolid with the belief that "there is no doubt" that such operations are "absolutely essential" to achieve the Millennium Goals set by the United Nations for 2015, and, "especially having as a goal halving the volume of people living with less than a dollar per day, with this fixing the "poverty line."
Source: Spanien "arbeitet auch weiterhin" an der Ausweitung des Begünstigtennetzes "bis in die letzte Ecke der Welt und es führt diese Aufgabe verantwortungsvoll durch", bemerkte die Königin Sofia, die hofft, dass die Initiativen und Beiträge, die von dem Gipfel, der bis Donnerstag dauert, ausgehen werden, "die Schaffung neuer Kapazitäten und besserer Chancen für die Ärmsten und insbesondere für Frauen" als hauptsächliche Begünstigte dieser Darlehen garantiert sind.|Result: spain " continues to work " on extending the loan system " to the last corner of the world and it performs this task responsibly , " said the queen of sofia , who hopes that the initiatives and contributions that will be taken from the summit that takes up to thursday will be guaranteed " the creation of new capacities and better opportunities for the poorest and , in particular , for women " as the main beneficiaries of these loans . <eos>|Target: Spain is "still working" to expand the network of beneficiaries all over the world, and assumes the task with "responsibility" said Mrs. Sofia, who hoped that the efforts and contributions originated in the Summit, which will be held until Thursday, will "ensure the creation of new capabilities and better opportunities for the poorest people, and especially for women," the main beneficiaries of these loans.
Source: "Wir haben viele Erfolge verzeichnet" und "stehen vielen Herausforderungen gegenüber."|Result: " we have recorded many successes " and " face many challenges " . <eos>|Target: There are "many achievements" and "many challenges we are facing."
Source: Der Gipfel über Kleinstkredite ist nicht nur ein Forum für Debatten, sondern auch eine Plattform zum Anstoß "zweier grundsätzlicher Ziele".|Result: the micro - credit summit is not only a forum for debate , but also a platform for ' two fundamental objectives ' . <eos>|Target: The Microcredit Summit arises not only as a forum for debate, but also as a platform that promotes "two basic goals."
Source: Die Königin erklärte, es werde angestrebt, dass bis gegen Ende des Jahres 2015 175 Millionen arme Familien Zugang zu diesen Finanzdienstleistungen haben sollen und dass zehn Millionen dieser Haushalte die Armutsgrenze überschreiten werden.|Result: the queen stated that it was intended to have 175 million poor families access to these financial services by the end of 2015 , and that ten million of these households will cross the poverty line . <eos>|Target: Thus, His Majesty explained that she hopes that at the end of 2015, 175 million poor families will have acceded to these financial services and one hundred million of these households will get out of the poverty in which they are immersed.
Source: Die Konzeption der Kleinstkredite geht in Spanien und der restlichen Welt auf den von Muhammad Yunus "vor Jahren initiierten Weg" zurück, den die Königin Sofia als einen "Akt der Gerechtigkeit und Anerkennung" beurteilt.|Result: the concept of micro - credit is based in spain and the rest of the world on the path initiated by muhammad <unk> ' years ago , which the queen of sofia judged as an act of justice and recognition ' . <eos>|Target: The impulse for the creation of micro credits in Spain and in the rest of the world "has followed the path started years ago" by Muhammad Yunus, highlighted Mrs. Sofia as an "act of justice and recognition."
Source: Den Vater dieses Finanzierungsinstruments beschrieb sie als einen "bewundernswerten Idealisten, der sich dem Kampf gegen die Armut verschrieben habe" und dessen Arbeit sie seit 15 Jahren kenne, als die Königin nach Bangladesh reiste, um die Darlehensstrategie vor Ort kennenzulernen.|Result: she described the father of this financial instrument as a " <unk> <unk> , who committed himself to the fight against poverty " and whose work she has been familiar with for 15 years when the queen went to bangladesh to meet the <unk> on the ground . <eos>|Target: And she described the father of this tool as an "admirable idealist of the universal cause of the fight against poverty," whose work is known for 15 years, when the Queen went to Bangladesh to find out in the field the policy of loans.
Source: Auf diese Erfahrung folgte ein Jahr später der erste Weltgipfel in Washington und weitere Treffen an der Elfenbeinküste im Jahr 1999 und Kanada im Jahr 2006. Bei allen haben "wir eine kontinuierliche Weiterentwicklung beobachten können", erklärte die Königin, deren Engagement für dieses Projekt ihr gestern die Beurteilung als "Familienoberhaupt" in Valladolid und als "Fürsprecherin der Armen" einbrachte.|Result: this experience followed a year later the first world summit in washington and other meetings at the ivory coast in 1999 and canada in 2006 , " we can observe a continuous development " , the queen , whose commitment to this project she presented yesterday the assessment as " <unk> " in valladolid and as " <unk> of the poor " . <eos>|Target: This experience was followed a year later by the first World Summit in Washington and other meetings such as those held in Ivory Coast in 1999, Canada 2006, and "in all I have seen the continued evolution," said His Majesty, whose link with this project made her earn yesterday the title of the "head of the family" in Valladolid from the "banker of the poor."
Source: Schließlich beendete die Königin Sofia ihren Vortrag, indem sie die Anwesenden zur Teilnahme an der Debatte und zur Suche nach Lösungen im Kampf gegen die Armut animierte.|Result: finally , the queen of sofia finished her speech by animated the people present to participate in the debate and to seek solutions to combat poverty . <eos>|Target: Finally, the Queen Mrs. Sofia concluded by encouraging those present to participate in the debate and find solutions to advance the fight against poverty.
Source: "Ethisches Gebot"|Result: " ethical imperative " <eos>|Target: "Ethical imperative"
Source: Die spanische Außenministerin Trinidad Jiménez wies darauf hin, dass Solidarität "ein ethisches Gebot" für den gesamten demokratischen Staat ist.|Result: the spanish secretary of state , trinidad jiménez , pointed out that solidarity is ' an ethical imperative ' for the entire democratic state . <eos>|Target: Foreign Minister, Trinidad Jiménez, said that solidarity "is an ethical imperative" to every democratic state.
Source: In diesem Sinne betonte sie, es sei ein Fehler, die Entwicklungshilfe an Zeiten wirtschaftlichen Booms zu binden,denn es handele sich um eine "dauerhafte Verpflichtung".|Result: in this sense , it stressed that it was a mistake to bind development aid at a time of economic boom , because it was a ' permanent commitment ' . <eos>|Target: In this regard, she said that it would be a mistake to link cooperation with developing countries in times of economic boom, as it is a "continuing obligation."
Source: Jiménez war der Meinung, dass die Kleinstkredite eine "ernste und rigorose Politik zur Ausrottung der Armut sei", und dass die Regierungen der Industriestaaten jetzt "mehr denn je" nach solidarischen Kriterien arbeiten müssten, und nicht zulassen dürften, dass die Solidarität der Krise zum Opfer fällt.|Result: jiménez was of the opinion that micro - credit is a ' serious and rigorous policy to eradicate poverty ' , and that the governments of the industrialised countries should now work ' more than ever ' on the basis of solidarity criteria , and should not allow the solidarity of the crisis to fall victim . <eos> <eos> <eos>|Target: Jimenez found that microcredit supposes "a serious and rigorous policy dedicated to eradicating poverty," and now "more than ever," the governments of developed countries must work under the criteria of solidarity and not let this fall as victim of adjustments.
Source: Für Spanien sind die Kleinstkredite eine der "wichtigsten Formen der Entwicklungshilfe".|Result: for spain , micro - credit is one of the ' most important forms of development aid ' . <eos>|Target: For Spain, microcredit is "one of the main lines of development cooperation."
Source: Die Staatssekretärin für Internationale Zusammenarbeit, Soraya Rodríguez, beklatschte "den Erfolg", "marginalisierten" Menschen, "die stets vor verschlossenen Türen stehen" "Hoffnung" zu verleihen und der Bürgermeister von Valladolid, Francisco Javier León de la Riva, hieß die Anwesenden in einer Stadt willkommen, die "ihre Tore, angesteckt vom Geist der Solidarität" öffne.|Result: the <unk> for international cooperation , <unk> rodríguez , <unk> " the success " , " marginalised " people , " who always stand in front of closed doors " to give hope " and the mayor of valladolid , francisco javier león de la riva , said the present in a city that " <unk> its doors , <unk> from the spirit of solidarity " . <eos>|Target: The Secretary of State for International Cooperation, Soraya Rodriguez, praised the "success" to give "trust" to people "excluded to whom all doors are closed," and the mayor of Valladolid, Francisco Javier Leon de la Riva, welcomed those present to a city that "opens its doors caught by the spirit of solidarity."
Source: Die CDU schlägt vor, den EU-Präsidenten aufgrund allgemeiner Stimmabgabe zu wählen|Result: the cdu proposes to vote in favour of the <unk> report as a result of general votes . <eos>|Target: CDU intends to elect the European President by universal suffrage
Source: Der erste Tag des Kongresses der Christdemokraten (CDU am Montag, den 14. November in Leipzig verlief für Angela Merkel, Kanzlerin und Vorsitzende der christlich-demokratischen Partei, ohne wirkliche Schwierigkeiten.|Result: the first day of congress of the christian democrats ( cdu on monday , 14 november in leipzig was for angela merkel , chancellor and chairman of the <unk> party , without real difficulties . <eos>|Target: The first day of the congress of the Christian Democratic Union (CDU) on Monday 14 November, in Leipzig took place without any real problems arising for the Chancellor Angela Merkel, who is also President of the Christian Democratic party.
Source: Die Zukunft Europas war ursprünglich nicht im Programm vorgesehen, sondern hat sich im Herbst durchgesetzt, insbesondere um denjenigen Aktivisten genüge zu leisten, die die Regierungspolitik hinsichtlich der Griechen heute und möglicherweise Italiens morgen als zu lax einschätzen.|Result: the future of europe was originally not planned in the programme , but was established in the autumn , particularly in order to satisfy those activists who regard government policy as too lax in relation to the greeks today and possibly italy tomorrow . <eos>|Target: The future of Europe was not initially planned to be on the programme, but imposed itself in the autumn, in particular to satisfy the militants who will be watching the government's policy on Greece today and perhaps that on Italy tomorrow....
Source: Der vom Präsidium vorgeschlagene Präsidentschaftsantrag der Europäischen Kommission wurde fast einstimmig angenommen.|Result: the european commission 's draft decision proposed by the bureau was adopted almost unanimously . <eos>|Target: The motion on the preidency of the European Commission, tabled by the directorate, was adopted almost unanimously.
Source: Unter 1001 Delegierten hatten lediglich neun dagegen gestimmt, zehn hatten sich der Stimme enthalten.|Result: under <unk> delegates , only nine voted against , ten had abstained . <eos>|Target: Out of 1001 delegates, only nine voted against and ten abstained from voting.
Source: Die mehrere Minuten andauernde Standing Ovation, die aufgrund von deren Interventionserlässen zunächst Angela Merkel sowie einige Stunden später Wolfgang Schäuble galten, lieβen seitens der drei europa-zugeneigten Finanzminister keinerlei Zweifel offen.|Result: the number of minutes of standing <unk> , which were initially applied to angela merkel and a few hours later to wolfgang schäuble , left no doubt on the part of the three <unk> finance ministers . <eos>|Target: The standing ovation lasting several minutes which they, Angela Merkel and then a few hours later, Wolfgang Schäuble, the very Europhile Minister of Finance, received at the end of their respective speeches, left no room for doubt.
Source: Die Hauptidee der Kanzlerin trägt - ebenso wie der Antrage - folgenden Slogan: die Antwort auf die Krise lautet"nicht weniger, sondern mehr Europa".|Result: the <unk> of the german chancellor - as well as the <unk> - bears the following slogan : the answer to the crisis is ' not less , but more europe ' . <eos>|Target: The main idea of the Chancellor and of the motion, is embodied in the slogan "the right response to the crisis is not less Europe, but more Europe."
Source: Nicht allein deshalb, weil Europa Frieden bedeutet, sondern auch da"neun Millionen Arbeitsplätze direkt vom Euro abhängig sind".|Result: not only because europe means peace , but also because ' nine million jobs are directly dependent on the euro ' . <eos>|Target: Not only because Europe means peace, but because "nine million jobs depend directly on the Euro."
Source: Für die Kanzlerin ist"die Zeit für einen Durchbruch in Europa gekommen".|Result: for chancellor , ' the time has come for a breakthrough in europe ' . <eos>|Target: For the Chancellor, "the time has arrived for a breakthrough in Europe ."
Source: Dies könnte durch eine die Kontrolle der Europäischen Union bestärkende Modifikation des Lissabonner Vertrages hinsichtlich der Budgetpolitik der Länder in der Eurozone zum Ausdruck kommen; ebenso könnte dies jedoch in der Wahl des Präsidenten der Europäischen Kommission auf Basis allgemeiner Stimmabgabe münden",um Europa ein Gesicht zu verleihen".|Result: this could be expressed by the european union 's control of the treaty of lisbon with regard to the countries of the euro area , but also by the election of the president of the european commission on the basis of general vote , it could give a face to europe . <eos>|Target: This could mean modifications of the Treaty of Lisbon, making it possible to strengthen the control by the European Union of the budgetary policies of the countries of the Eurozone, but this could also affect the election of the president of the European Commission by universal suffrage "in order to impart a face to Europe."
Source: Dies ist jedoch auf jeden Fall einer der vom Kongress verabschiedeten Antragsvorschläge, denen eindeutig Wolfgang Schäuble Pate stand.|Result: however , this is in any case one of the key issues adopted by congress , which was clearly inspired by wolfgang schäuble . <eos>|Target: This is, generally speaking, the case of one of the proposals of the motion adopted by the congress, whose inspiration clearly comes from Wolfgang Schäuble.
Source: Sicherlich ist es nur wenig wahrscheinlich, dass die 47 sich rasch auf diese Revolution einigen: Groβ-Britannien ist steht der Sache ablehnend gegenüber, und die Leitenden der CDU glauben zu wissen, dass Nicolas Sarkozy der selben Meinung ist.|Result: surely it is little likely that the 47 quickly agree on this revolution : <unk> is opposed to the cause , and the leaders of the cdu believe that nicolas sarkozy is the same opinion . <eos>|Target: Certainly, it is not probable that the Twenty-Seven will rapidly agree to this solution; Great Britain is opposed to it and the heads of CDU think that Nicolas Sarkozy is also opposed to it.
Source: Der Meilenstein ist jedoch gelegt.|Result: however , the milestone is laid . <eos>|Target: But the marker is in place.
Source: Ebenso haben die Delegierten in einer überwältigenden Mehrheit den Vorschlag der Gewichtung eines jeden Landes im EZB-Vorstand entsprechend der Gewichtung der einzelnen Ökonomien abgelehnt, was offensichtlich eine Erstarkung der Position Deutschlands mit sich brächte.|Result: similarly , in an overwhelming majority , delegates rejected the proposal for the weighting of each country in the euro area , in line with the weight of the individual economies , which would obviously be a <unk> of germany ’s position . <eos>|Target: Similarly, the delegates rejected by an overwhelming majority the proposal to weight the vote of each country-Member of the directorate of the European Central Bank according the size of its economy, which would clearly increase the weight of the German economy.
Source: Die auf Beruhigung des Klimas innerhalb ihrer Partei bedachte Kanzlerin hat daher die Bezugspunkte zu Konrad Adenauer und Helmut Kohl verstärkt. Sie hat jedoch nicht mehr versucht, ihren Kongress auf Kosten der"kleinen" oder der sich in Schwierigkeiten befindlichen europäischen Länder zu gewinnen, die unverzüglich das arrogante Deutschland kritisieren würden.|Result: the chancellor of the german chancellor , <unk> , has therefore strengthened the reference points to konrad adenauer and helmut kohl , but has no longer tried to win their congress at the expense of the ' small ' or the european countries in difficulty , which would immediately criticise arrogant germany . <eos>|Target: Anxious to calm the climate in her party, the Chancellor increased the number of her references to Konrad Adenauer and to Helmut Kohl, but she did not seek to influence the congress on the back of the "small" European countries, or of countries in difficulty, which are quick to criticise "arrogant" Germany.
